scope,disease,score_policy,readout,score_col,label,n_orr,pearson,spearman,within_disease_pair_weighted_pearson,within_disease_pair_weighted_spearman,auc_success_above_disease_median,mean_response_probability,mean_expected_response_pct
disease,breast,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,8,0.495452581488716,0.5952380952380953,0.495452581488716,0.5952380952380955,0.9375,0.12239623549311326,12.239623549311327
disease,crc,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,10,-0.38043426170572847,-0.04573170731707318,-0.38043426170572847,-0.04573170731707318,0.5,0.03203406832232304,3.203406832232304
disease,gastric,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,7,0.8583916651654344,0.6071428571428572,0.8583916651654343,0.6071428571428572,0.9166666666666666,0.06012098569317883,6.012098569317883
disease,hnscc,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,1,,,,,,0.06493441230322074,6.493441230322074
disease,nsclc,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,15,0.5298274461129379,0.4612799809001262,0.5298274461129379,0.4612799809001262,0.8928571428571429,0.08520669271993078,8.520669271993079
disease,ovarian,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,10,0.5125970226179002,0.2727272727272727,0.5125970226179002,0.2727272727272727,0.68,0.1207437198022481,12.07437198022481
disease,pdac,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,5,0.6966340555950328,0.8999999999999998,0.6966340555950328,0.8999999999999998,0.8333333333333334,0.05845465102257417,5.845465102257417
disease,prostate,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,1,,,,,,0.0,0.0
disease,rcc,apoptosis_prevalence_no_prior_axis_v1,patient_apoptotic_fraction_no_prior_axis_substitution,apoptosis_prevalence_no_prior_score,apoptosis_prevalence_no_prior_score,6,0.8599356293422505,0.6571428571428573,0.8599356293422505,0.6571428571428573,0.7777777777777778,0.03095151074599359,3.095151074599359
