label,score_col,n_rows,pearson,spearman,within_disease_pair_pearson,within_disease_pair_spearman,within_disease_pairs,auc_above_disease_median,mae_orr_pct,rmse_orr_pct,mean_prediction,mean_observed_orr
atlas_mono_disease_therapy_shrink_lodo_tuned_spearman,atlas_mono_disease_therapy_shrink_lodo_tuned_spearman,63,0.2922530219385001,0.41904800475244997,0.37778808799430597,0.3015221991203208,269,0.6962474645030426,12.571540827002169,14.869602960501858,19.02027062600295,12.317005419577614
atlas_mono_disease_therapy_shrink_lodo_tuned_mae,atlas_mono_disease_therapy_shrink_lodo_tuned_mae,63,0.14041244949954026,0.3081638220416738,0.26388789891492614,0.26307715889569677,269,0.6749492900608519,13.397689816451157,15.5820805417382,19.155379010539473,12.317005419577614
