label,score_col,n_rows,pearson,spearman,within_disease_pair_pearson,within_disease_pair_spearman,within_disease_pairs,auc_above_disease_median,mae_orr_pct,rmse_orr_pct,mean_prediction,mean_observed_orr
atlas_mono_disease_therapy_shrink_k8,atlas_mono_disease_therapy_shrink_k8,44,0.46491446729880376,0.4602344791806983,0.3242605613487553,0.2607261079521433,198,0.7283057851239669,11.260271723775242,12.970360103314263,16.971575121226195,13.034090909090908
