benchmark_id,policy_id,variant,score_col,calibration_family,label_use,n,n_pr,n_sd,auc_response_high,fixed_0p5_balanced_accuracy,predicted_responder_count_fixed_0p5,mean_pr,mean_sd,pr_minus_sd_mean,caveat
crc_patient_moa_tailored_response_distribution,crc_patient_moa_tailored_module_calibrated_response_distribution_default,module_calibrated_average_rank_score,response_score_rank_calibrated,label_free_panel_rank,none,11,5,6,0.8,0.7333333333333334,6,0.7090909090909092,0.4090909090909091,0.3000000000000001,"Relative patient ranking score, not an absolute response probability; useful when a median split threshold is desired."
