score_col,label,n_orr,n_rows,pearson,spearman,auc_above_disease_median,mae_orr_pct,rmse_orr_pct,mean_prediction,mean_observed_orr
gaia_predicted_orr_pct,gaia_predicted_orr_pct,44,44,0.649918028959914,0.5941032698278416,0.7520661157024794,10.245454545454546,12.639638228424678,18.970454545454547,13.034090909090908
