analysis,slice,score_col,target,n,pearson,spearman,auc_high,success_mean,failure_mean,shuffle_iter
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,14,-0.27924551158405747,-0.2671107710877472,,,,14
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,label_bin,8,-0.04218295420255183,0.05634361698190111,0.5333333333333333,0.015020875797696575,0.016675109937382013,14
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,best_available_primary_orr,12,0.025142713060032976,-0.027972027972027972,,,,14
gene_shuffle,all,full_marker_score_coverage_weighted_mean,label_bin,39,0.0036086780306770344,-0.022790142204853647,0.4868421052631579,0.00020655465273824395,-0.000130837975745985,15
gene_shuffle,all,full_marker_score_coverage_weighted_mean,best_available_primary_orr,45,0.14443690141086887,0.1970765457214768,,,,15
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,label_bin,9,0.2564100416122746,0.2598076211353316,0.65,0.005360569749557024,-0.005343986210778088,15
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,best_available_primary_orr,9,0.32370300179856226,0.46025507481564765,,,,15
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,label_bin,8,0.049985248822998346,0.16903085094570333,0.6,0.000356738276948064,-0.004823727641928623,15
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,10,-0.0737326717734277,0.2006088294144213,,,,15
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,label_bin,14,0.22791658119493666,0.08859623899229176,0.5510204081632653,0.008961575049419456,-0.01639171408788651,15
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,14,0.3751833138009841,0.3112613117634079,,,,15
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,label_bin,8,-0.746736644005655,-0.7324670207647144,0.06666666666666667,-0.01626379615459637,0.05432126945460646,15
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,best_available_primary_orr,12,-0.14904676177023385,-0.1328671328671329,,,,15
gene_shuffle,all,full_marker_score_coverage_weighted_mean,label_bin,39,0.00363915431639978,0.01823211376388292,0.5105263157894737,0.02422476328400892,0.023800092789041705,16
gene_shuffle,all,full_marker_score_coverage_weighted_mean,best_available_primary_orr,45,-0.1776827955004905,-0.08388623228800972,,,,16
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,label_bin,9,-0.23978217502560012,-0.2598076211353316,0.35,0.020757760672598994,0.02806773988714888,16
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,best_available_primary_orr,9,0.14557888196284108,0.07531446678801507,,,,16
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,label_bin,8,0.6138023076817448,0.7324670207647144,0.9333333333333333,0.08030437138106535,-0.021688316507139226,16
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,10,0.019272897651718343,0.3404271044608362,,,,16
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,label_bin,14,-0.12301965341370963,0.017719247798458352,0.5102040816326531,0.00948618628116542,0.022525671141610644,16
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,14,-0.13417151692415452,-0.07284839211484014,,,,16
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,label_bin,8,-0.5981002367155887,-0.6197797868009122,0.13333333333333333,0.013984608318883896,0.09547501362983708,16
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,best_available_primary_orr,12,-0.434789945316444,-0.6013986013986015,,,,16
gene_shuffle,all,full_marker_score_coverage_weighted_mean,label_bin,39,-0.22844889793353385,-0.2598076211353316,0.35,0.007960563623250684,0.0283297104132606,17
gene_shuffle,all,full_marker_score_coverage_weighted_mean,best_available_primary_orr,45,-0.38714876976061763,-0.3866950707910692,,,,17
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,label_bin,9,-0.7286650743940819,-0.6928203230275509,0.1,-5.7665638373317896e-06,0.02570789422361659,17
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,best_available_primary_orr,9,-0.6983805279317379,-0.7447763937925935,,,,17
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,label_bin,8,0.3222609839977215,0.05634361698190111,0.5333333333333333,0.03615128641209557,0.007912004121318908,17
gene_shuffle,crc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,10,-0.2730647235196905,-0.05471149893120582,,,,17
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,label_bin,14,-0.4157364457741024,-0.40754269936454207,0.2653061224489796,-0.005210251713126007,0.044462942545729134,17
gene_shuffle,nsclc,full_marker_score_coverage_weighted_mean,best_available_primary_orr,14,-0.3606491331177384,-0.33775163616880427,,,,17
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,label_bin,8,-0.18012417887164012,-0.16903085094570333,0.4,0.01585833557054154,0.029084706240143556,17
gene_shuffle,ovarian,full_marker_score_coverage_weighted_mean,best_available_primary_orr,12,-0.3314211993083053,-0.4545454545454546,,,,17
gene_shuffle,all,full_marker_score_coverage_weighted_mean,label_bin,39,-0.21661082652385347,-0.19143719452077065,0.3894736842105263,-0.00449890668109473,0.018643635937668948,18
gene_shuffle,all,full_marker_score_coverage_weighted_mean,best_available_primary_orr,45,-0.18994414643387336,-0.27449476009900275,,,,18
gene_shuffle,breast,full_marker_score_coverage_weighted_mean,label_bin,9,-0.5003198227235854,-0.606217782649107,0.15,0.007026326572171417,0.05237947126866643,18
